date,x,y,z
2023-09-03 13:00:00.273000+00:00,-1374.0,-675.0,1871.0
2023-09-03 13:00:00.533000+00:00,-1374.0,-675.0,1871.0
2023-09-03 13:00:00.753000+00:00,-1374.0,-675.0,1871.0
2023-09-03 13:00:00.953000+00:00,-1374.0,-675.0,1871.0
2023-09-03 13:00:01.073000+00:00,-1374.0,-675.0,1871.0
2023-09-03 13:00:01.253000+00:00,-1374.0,-675.0,1871.0
2023-09-03 13:00:01.453000+00:00,-1374.0,-675.0,1871.0
2023-09-03 13:00:01.653000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:01.833000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:02.153000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:02.473000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:02.873000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:02.973000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:03.153000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:03.373000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:03.593000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:03.913000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:04.273000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:04.453000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:04.613000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:04.832000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:05.152000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:05.312000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:05.652000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:06.132000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:06.432000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:06.733000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:06.973000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:07.073000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:07.273000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:07.493000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:07.733000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:08.033000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:08.113000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:08.313000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:08.553000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:08.873000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:09.093000+00:00,-1374.0,-674.0,1871.0
2023-09-03 13:00:09.293000+00:00,-1373.0,-670.0,1871.0
2023-09-03 13:00:09.493000+00:00,-1373.0,-663.0,1871.0
2023-09-03 13:00:10.413000+00:00,-1366.0,-583.0,1872.0
2023-09-03 13:00:10.753000+00:00,-1364.0,-558.0,1872.0
2023-09-03 13:00:10.973000+00:00,-1361.0,-526.0,1872.0
2023-09-03 13:00:11.352000+00:00,-1355.0,-459.0,1872.0
2023-09-03 13:00:11.512000+00:00,-1350.0,-397.0,1873.0
2023-09-03 13:00:11.832000+00:00,-1347.0,-358.0,1873.0
2023-09-03 13:00:12.152000+00:00,-1338.0,-258.0,1873.0
2023-09-03 13:00:12.492000+00:00,-1334.0,-216.0,1874.0
2023-09-03 13:00:12.712000+00:00,-1330.0,-170.0,1874.0
2023-09-03 13:00:12.912000+00:00,-1326.0,-131.0,1874.0
2023-09-03 13:00:13.133000+00:00,-1322.0,-86.0,1874.0
2023-09-03 13:00:13.353000+00:00,-1317.0,-26.0,1874.0
2023-09-03 13:00:13.833000+00:00,-1313.0,23.0,1875.0
2023-09-03 13:00:14.213000+00:00,-1308.0,71.0,1875.0
2023-09-03 13:00:14.453000+00:00,-1305.0,110.0,1875.0
2023-09-03 13:00:14.793000+00:00,-1301.0,160.0,1875.0
2023-09-03 13:00:15.233000+00:00,-1298.0,194.0,1876.0
2023-09-03 13:00:15.453000+00:00,-1295.0,223.0,1876.0
2023-09-03 13:00:15.753000+00:00,-1293.0,249.0,1876.0
2023-09-03 13:00:15.933000+00:00,-1291.0,267.0,1876.0
2023-09-03 13:00:16.253000+00:00,-1287.0,312.0,1876.0
2023-09-03 13:00:16.613000+00:00,-1284.0,344.0,1876.0
2023-09-03 13:00:17.013000+00:00,-1283.0,367.0,1876.0
2023-09-03 13:00:17.153000+00:00,-1282.0,379.0,1876.0
2023-09-03 13:00:17.393000+00:00,-1280.0,399.0,1877.0
2023-09-03 13:00:17.633000+00:00,-1278.0,419.0,1877.0
2023-09-03 13:00:17.912000+00:00,-1276.0,447.0,1877.0
2023-09-03 13:00:18.332000+00:00,-1273.0,478.0,1877.0
2023-09-03 13:00:18.512000+00:00,-1272.0,494.0,1877.0
2023-09-03 13:00:18.672000+00:00,-1270.0,508.0,1877.0
2023-09-03 13:00:18.952000+00:00,-1268.0,533.0,1877.0
2023-09-03 13:00:19.152000+00:00,-1267.0,552.0,1877.0
2023-09-03 13:00:19.352000+00:00,-1265.0,570.0,1878.0
2023-09-03 13:00:19.612000+00:00,-1262.0,607.0,1878.0
2023-09-03 13:00:19.933000+00:00,-1260.0,626.0,1878.0
2023-09-03 13:00:20.193000+00:00,-1258.0,650.0,1878.0
2023-09-03 13:00:20.393000+00:00,-1256.0,677.0,1878.0
2023-09-03 13:00:20.793000+00:00,-1252.0,717.0,1878.0
2023-09-03 13:00:21.113000+00:00,-1251.0,733.0,1878.0
2023-09-03 13:00:21.453000+00:00,-1248.0,764.0,1878.0
2023-09-03 13:00:21.653000+00:00,-1246.0,792.0,1879.0
2023-09-03 13:00:22.093000+00:00,-1244.0,819.0,1879.0
2023-09-03 13:00:22.253000+00:00,-1242.0,832.0,1879.0
